,screen_pixel_size,new_response_max,new_response_min,viewing_distance,image_height,image_width,target_orientation,flank_distance,flank_orientation,gap,offset,image,sigma,K,rms,rrms,resp.keys,resp.rt,expName,session,date,participant
96,0.282,100,0,22.0,600,600,180,-1.0,45,0,10,bex_180_-1_45_00.png,0.8119026961336693,5.0,0.036387092604352196,0.011046709185064953,0,0,bex,0,2019_Jun_16_1308,model
97,0.282,100,0,22.0,600,600,180,-1.0,45,1,10,bex_180_-1_45_01.png,0.8119026961336693,5.0,0.036387092604352196,0.011046709185064953,0,0,bex,0,2019_Jun_16_1308,model
98,0.282,100,0,22.0,600,600,180,-1.0,135,0,10,bex_180_-1_135_00.png,0.8119026961336693,5.0,0.036387092604352196,0.011046709185064953,0,0,bex,0,2019_Jun_16_1308,model
99,0.282,100,0,22.0,600,600,180,-1.0,135,1,10,bex_180_-1_135_01.png,0.8119026961336693,5.0,0.036387092604352196,0.011046709185064953,0,0,bex,0,2019_Jun_16_1308,model
100,0.282,100,0,22.0,600,600,180,-1.0,225,0,10,bex_180_-1_225_00.png,0.8119026961336693,5.0,0.036387092604352196,0.011046709185064953,0,0,bex,0,2019_Jun_16_1308,model
101,0.282,100,0,22.0,600,600,180,-1.0,225,1,10,bex_180_-1_225_01.png,0.8119026961336693,5.0,0.036387092604352196,0.011046709185064953,0,0,bex,0,2019_Jun_16_1308,model
102,0.282,100,0,22.0,600,600,180,-1.0,315,0,10,bex_180_-1_315_00.png,0.8119026961336693,5.0,0.036387092604352196,0.011046709185064953,0,0,bex,0,2019_Jun_16_1308,model
103,0.282,100,0,22.0,600,600,180,-1.0,315,1,10,bex_180_-1_315_01.png,0.8119026961336693,5.0,0.036387092604352196,0.011046709185064953,0,0,bex,0,2019_Jun_16_1308,model
104,0.282,100,0,22.0,600,600,180,0.5,45,0,10,bex_180_0.5_45_00.png,0.8119026961336693,5.0,0.06291688574307848,0.018751462636808266,0,0,bex,0,2019_Jun_16_1308,model
105,0.282,100,0,22.0,600,600,180,0.5,45,1,10,bex_180_0.5_45_01.png,0.8119026961336693,5.0,0.060150171749133466,0.01822185253516886,0,0,bex,0,2019_Jun_16_1308,model
106,0.282,100,0,22.0,600,600,180,0.5,135,0,10,bex_180_0.5_135_00.png,0.8119026961336693,5.0,0.06291688574307848,0.018751462636808266,0,0,bex,0,2019_Jun_16_1308,model
107,0.282,100,0,22.0,600,600,180,0.5,135,1,10,bex_180_0.5_135_01.png,0.8119026961336693,5.0,0.06010569182207334,0.01822043231556836,0,0,bex,0,2019_Jun_16_1308,model
108,0.282,100,0,22.0,600,600,180,0.5,225,0,10,bex_180_0.5_225_00.png,0.8119026961336693,5.0,0.06291688574307848,0.018751462636808266,0,0,bex,0,2019_Jun_16_1308,model
109,0.282,100,0,22.0,600,600,180,0.5,225,1,10,bex_180_0.5_225_01.png,0.8119026961336693,5.0,0.06015017174913346,0.018231431851144498,0,0,bex,0,2019_Jun_16_1308,model
110,0.282,100,0,22.0,600,600,180,0.5,315,0,10,bex_180_0.5_315_00.png,0.8119026961336693,5.0,0.06291688574307848,0.018751462636808266,0,0,bex,0,2019_Jun_16_1308,model
111,0.282,100,0,22.0,600,600,180,0.5,315,1,10,bex_180_0.5_315_01.png,0.8119026961336693,5.0,0.06019461677350924,0.018232029815991858,0,0,bex,0,2019_Jun_16_1308,model
112,0.282,100,0,22.0,600,600,180,0.92,45,0,10,bex_180_0.92_45_00.png,0.8119026961336693,5.0,0.069268516087854,0.0205002994100985,0,0,bex,0,2019_Jun_16_1308,model
113,0.282,100,0,22.0,600,600,180,0.92,45,1,10,bex_180_0.92_45_01.png,0.8119026961336693,5.0,0.06669449076983322,0.020009232860360864,0,0,bex,0,2019_Jun_16_1308,model
114,0.282,100,0,22.0,600,600,180,0.92,135,0,10,bex_180_0.92_135_00.png,0.8119026961336693,5.0,0.069268516087854,0.0205002994100985,0,0,bex,0,2019_Jun_16_1308,model
115,0.282,100,0,22.0,600,600,180,0.92,135,1,10,bex_180_0.92_135_01.png,0.8119026961336693,5.0,0.06665964407495212,0.020000690700885334,0,0,bex,0,2019_Jun_16_1308,model
116,0.282,100,0,22.0,600,600,180,0.92,225,0,10,bex_180_0.92_225_00.png,0.8119026961336693,5.0,0.069268516087854,0.0205002994100985,0,0,bex,0,2019_Jun_16_1308,model
117,0.282,100,0,22.0,600,600,180,0.92,225,1,10,bex_180_0.92_225_01.png,0.8119026961336693,5.0,0.06669449076983322,0.020009550866686418,0,0,bex,0,2019_Jun_16_1308,model
118,0.282,100,0,22.0,600,600,180,0.92,315,0,10,bex_180_0.92_315_00.png,0.8119026961336693,5.0,0.069268516087854,0.0205002994100985,0,0,bex,0,2019_Jun_16_1308,model
119,0.282,100,0,22.0,600,600,180,0.92,315,1,10,bex_180_0.92_315_01.png,0.8119026961336693,5.0,0.06671936926274405,0.020018731019806134,0,0,bex,0,2019_Jun_16_1308,model
120,0.282,100,0,22.0,600,600,180,1.62,45,0,10,bex_180_1.62_45_00.png,0.8119026961336693,5.0,0.0787427374744073,0.023247721649381815,0,0,bex,0,2019_Jun_16_1308,model
121,0.282,100,0,22.0,600,600,180,1.62,45,1,10,bex_180_1.62_45_01.png,0.8119026961336693,5.0,0.07642633979487455,0.022799183339181985,0,0,bex,0,2019_Jun_16_1308,model
122,0.282,100,0,22.0,600,600,180,1.62,135,0,10,bex_180_1.62_135_00.png,0.8119026961336693,5.0,0.0787427374744073,0.023247721649381815,0,0,bex,0,2019_Jun_16_1308,model
123,0.282,100,0,22.0,600,600,180,1.62,135,1,10,bex_180_1.62_135_01.png,0.8119026961336693,5.0,0.07641346824127841,0.02279453858066964,0,0,bex,0,2019_Jun_16_1308,model
124,0.282,100,0,22.0,600,600,180,1.62,225,0,10,bex_180_1.62_225_00.png,0.8119026961336693,5.0,0.0787427374744073,0.023247721649381815,0,0,bex,0,2019_Jun_16_1308,model
125,0.282,100,0,22.0,600,600,180,1.62,225,1,10,bex_180_1.62_225_01.png,0.8119026961336693,5.0,0.07642633979487456,0.022799183339182,0,0,bex,0,2019_Jun_16_1308,model
126,0.282,100,0,22.0,600,600,180,1.62,315,0,10,bex_180_1.62_315_00.png,0.8119026961336693,5.0,0.0787427374744073,0.023247721649381815,0,0,bex,0,2019_Jun_16_1308,model
127,0.282,100,0,22.0,600,600,180,1.62,315,1,10,bex_180_1.62_315_01.png,0.8119026961336693,5.0,0.07644778706751235,0.02280454684848814,0,0,bex,0,2019_Jun_16_1308,model
128,0.282,100,0,22.0,600,600,180,2.58,45,0,10,bex_180_2.58_45_00.png,0.8119026961336693,5.0,0.08968797205132929,0.026592892111865562,0,0,bex,0,2019_Jun_16_1308,model
129,0.282,100,0,22.0,600,600,180,2.58,45,1,10,bex_180_2.58_45_01.png,0.8119026961336693,5.0,0.08765858057142914,0.026187578199904363,0,0,bex,0,2019_Jun_16_1308,model
130,0.282,100,0,22.0,600,600,180,2.58,135,0,10,bex_180_2.58_135_00.png,0.8119026961336693,5.0,0.08968797205132929,0.026592892111865562,0,0,bex,0,2019_Jun_16_1308,model
131,0.282,100,0,22.0,600,600,180,2.58,135,1,10,bex_180_2.58_135_01.png,0.8119026961336693,5.0,0.08764018575576135,0.02618259435272225,0,0,bex,0,2019_Jun_16_1308,model
132,0.282,100,0,22.0,600,600,180,2.58,225,0,10,bex_180_2.58_225_00.png,0.8119026961336693,5.0,0.08968797205132929,0.026592892111865562,0,0,bex,0,2019_Jun_16_1308,model
133,0.282,100,0,22.0,600,600,180,2.58,225,1,10,bex_180_2.58_225_01.png,0.8119026961336693,5.0,0.08765858057142913,0.02618757819990436,0,0,bex,0,2019_Jun_16_1308,model
134,0.282,100,0,22.0,600,600,180,2.58,315,0,10,bex_180_2.58_315_00.png,0.8119026961336693,5.0,0.08968797205132929,0.026592892111865562,0,0,bex,0,2019_Jun_16_1308,model
135,0.282,100,0,22.0,600,600,180,2.58,315,1,10,bex_180_2.58_315_01.png,0.8119026961336693,5.0,0.08766961534625248,0.02619184139085951,0,0,bex,0,2019_Jun_16_1308,model
136,0.282,100,0,22.0,600,600,180,3.9,45,0,10,bex_180_3.9_45_00.png,0.8119026961336693,5.0,0.10292920894293568,0.030588465051803463,0,0,bex,0,2019_Jun_16_1308,model
137,0.282,100,0,22.0,600,600,180,3.9,45,1,10,bex_180_3.9_45_01.png,0.8119026961336693,5.0,0.10118958662387807,0.0302194136481614,0,0,bex,0,2019_Jun_16_1308,model
138,0.282,100,0,22.0,600,600,180,3.9,135,0,10,bex_180_3.9_135_00.png,0.8119026961336693,5.0,0.10292920894293568,0.030588465051803463,0,0,bex,0,2019_Jun_16_1308,model
139,0.282,100,0,22.0,600,600,180,3.9,135,1,10,bex_180_3.9_135_01.png,0.8119026961336693,5.0,0.10117714255841265,0.03021604736556405,0,0,bex,0,2019_Jun_16_1308,model
140,0.282,100,0,22.0,600,600,180,3.9,225,0,10,bex_180_3.9_225_00.png,0.8119026961336693,5.0,0.10292920894293568,0.030588465051803463,0,0,bex,0,2019_Jun_16_1308,model
141,0.282,100,0,22.0,600,600,180,3.9,225,1,10,bex_180_3.9_225_01.png,0.8119026961336693,5.0,0.10118958662387807,0.0302194136481614,0,0,bex,0,2019_Jun_16_1308,model
142,0.282,100,0,22.0,600,600,180,3.9,315,0,10,bex_180_3.9_315_00.png,0.8119026961336693,5.0,0.10292920894293568,0.030588465051803463,0,0,bex,0,2019_Jun_16_1308,model
143,0.282,100,0,22.0,600,600,180,3.9,315,1,10,bex_180_3.9_315_01.png,0.8119026961336693,5.0,0.10119580796928974,0.030223282832704614,0,0,bex,0,2019_Jun_16_1308,model
144,0.282,100,0,22.0,600,600,270,-1.0,45,0,10,bex_270_-1_45_00.png,0.8119026961336693,5.0,0.0365366367982275,0.011095749320899202,0,0,bex,0,2019_Jun_16_1308,model
145,0.282,100,0,22.0,600,600,270,-1.0,45,1,10,bex_270_-1_45_01.png,0.8119026961336693,5.0,0.0365366367982275,0.011095749320899202,0,0,bex,0,2019_Jun_16_1308,model
146,0.282,100,0,22.0,600,600,270,-1.0,135,0,10,bex_270_-1_135_00.png,0.8119026961336693,5.0,0.0365366367982275,0.011095749320899202,0,0,bex,0,2019_Jun_16_1308,model
147,0.282,100,0,22.0,600,600,270,-1.0,135,1,10,bex_270_-1_135_01.png,0.8119026961336693,5.0,0.0365366367982275,0.011095749320899202,0,0,bex,0,2019_Jun_16_1308,model
148,0.282,100,0,22.0,600,600,270,-1.0,225,0,10,bex_270_-1_225_00.png,0.8119026961336693,5.0,0.0365366367982275,0.011095749320899202,0,0,bex,0,2019_Jun_16_1308,model
149,0.282,100,0,22.0,600,600,270,-1.0,225,1,10,bex_270_-1_225_01.png,0.8119026961336693,5.0,0.0365366367982275,0.011095749320899202,0,0,bex,0,2019_Jun_16_1308,model
150,0.282,100,0,22.0,600,600,270,-1.0,315,0,10,bex_270_-1_315_00.png,0.8119026961336693,5.0,0.0365366367982275,0.011095749320899202,0,0,bex,0,2019_Jun_16_1308,model
151,0.282,100,0,22.0,600,600,270,-1.0,315,1,10,bex_270_-1_315_01.png,0.8119026961336693,5.0,0.0365366367982275,0.011095749320899202,0,0,bex,0,2019_Jun_16_1308,model
152,0.282,100,0,22.0,600,600,270,0.5,45,0,10,bex_270_0.5_45_00.png,0.8119026961336693,5.0,0.06300159113620495,0.01877965647079332,0,0,bex,0,2019_Jun_16_1308,model
153,0.282,100,0,22.0,600,600,270,0.5,45,1,10,bex_270_0.5_45_01.png,0.8119026961336693,5.0,0.06023902697245565,0.018250864526230988,0,0,bex,0,2019_Jun_16_1308,model
154,0.282,100,0,22.0,600,600,270,0.5,135,0,10,bex_270_0.5_135_00.png,0.8119026961336693,5.0,0.06300159113620495,0.01877965647079332,0,0,bex,0,2019_Jun_16_1308,model
155,0.282,100,0,22.0,600,600,270,0.5,135,1,10,bex_270_0.5_135_01.png,0.8119026961336693,5.0,0.06019461677350925,0.018239681033548213,0,0,bex,0,2019_Jun_16_1308,model
156,0.282,100,0,22.0,600,600,270,0.5,225,0,10,bex_270_0.5_225_00.png,0.8119026961336693,5.0,0.06300159113620495,0.01877965647079332,0,0,bex,0,2019_Jun_16_1308,model
157,0.282,100,0,22.0,600,600,270,0.5,225,1,10,bex_270_0.5_225_01.png,0.8119026961336693,5.0,0.06023902697245565,0.018260963232415273,0,0,bex,0,2019_Jun_16_1308,model
158,0.282,100,0,22.0,600,600,270,0.5,315,0,10,bex_270_0.5_315_00.png,0.8119026961336693,5.0,0.06300159113620495,0.01877965647079332,0,0,bex,0,2019_Jun_16_1308,model
159,0.282,100,0,22.0,600,600,270,0.5,315,1,10,bex_270_0.5_315_01.png,0.8119026961336693,5.0,0.06028340242293914,0.018273923005460754,0,0,bex,0,2019_Jun_16_1308,model
160,0.282,100,0,22.0,600,600,270,0.92,45,0,10,bex_270_0.92_45_00.png,0.8119026961336693,5.0,0.06934490522862018,0.02052685209067098,0,0,bex,0,2019_Jun_16_1308,model
161,0.282,100,0,22.0,600,600,270,0.92,45,1,10,bex_270_0.92_45_01.png,0.8119026961336693,5.0,0.0667740667974181,0.02003643632257851,0,0,bex,0,2019_Jun_16_1308,model
162,0.282,100,0,22.0,600,600,270,0.92,135,0,10,bex_270_0.92_135_00.png,0.8119026961336693,5.0,0.06934490522862018,0.02052685209067098,0,0,bex,0,2019_Jun_16_1308,model
163,0.282,100,0,22.0,600,600,270,0.92,135,1,10,bex_270_0.92_135_01.png,0.8119026961336693,5.0,0.06673926486360462,0.020027600165471834,0,0,bex,0,2019_Jun_16_1308,model
164,0.282,100,0,22.0,600,600,270,0.92,225,0,10,bex_270_0.92_225_00.png,0.8119026961336693,5.0,0.06934490522862018,0.02052685209067098,0,0,bex,0,2019_Jun_16_1308,model
165,0.282,100,0,22.0,600,600,270,0.92,225,1,10,bex_270_0.92_225_01.png,0.8119026961336693,5.0,0.0667740667974181,0.020036718503730424,0,0,bex,0,2019_Jun_16_1308,model
166,0.282,100,0,22.0,600,600,270,0.92,315,0,10,bex_270_0.92_315_00.png,0.8119026961336693,5.0,0.06934490522862018,0.02052685209067098,0,0,bex,0,2019_Jun_16_1308,model
167,0.282,100,0,22.0,600,600,270,0.92,315,1,10,bex_270_0.92_315_01.png,0.8119026961336693,5.0,0.06679891336100516,0.020046218714388796,0,0,bex,0,2019_Jun_16_1308,model
168,0.282,100,0,22.0,600,600,270,1.62,45,0,10,bex_270_1.62_45_00.png,0.8119026961336693,5.0,0.07880911552828054,0.02327106424424918,0,0,bex,0,2019_Jun_16_1308,model
169,0.282,100,0,22.0,600,600,270,1.62,45,1,10,bex_270_1.62_45_01.png,0.8119026961336693,5.0,0.076494947698805,0.022822984688827846,0,0,bex,0,2019_Jun_16_1308,model
170,0.282,100,0,22.0,600,600,270,1.62,135,0,10,bex_270_1.62_135_00.png,0.8119026961336693,5.0,0.07880911552828054,0.02327106424424918,0,0,bex,0,2019_Jun_16_1308,model
171,0.282,100,0,22.0,600,600,270,1.62,135,1,10,bex_270_1.62_135_01.png,0.8119026961336693,5.0,0.07648208889274503,0.022818344775168798,0,0,bex,0,2019_Jun_16_1308,model
172,0.282,100,0,22.0,600,600,270,1.62,225,0,10,bex_270_1.62_225_00.png,0.8119026961336693,5.0,0.07880911552828054,0.02327106424424918,0,0,bex,0,2019_Jun_16_1308,model
173,0.282,100,0,22.0,600,600,270,1.62,225,1,10,bex_270_1.62_225_01.png,0.8119026961336693,5.0,0.076494947698805,0.022822984688827857,0,0,bex,0,2019_Jun_16_1308,model
174,0.282,100,0,22.0,600,600,270,1.62,315,0,10,bex_270_1.62_315_00.png,0.8119026961336693,5.0,0.07880911552828054,0.02327106424424918,0,0,bex,0,2019_Jun_16_1308,model
175,0.282,100,0,22.0,600,600,270,1.62,315,1,10,bex_270_1.62_315_01.png,0.8119026961336693,5.0,0.07651637373984081,0.0228283426060178,0,0,bex,0,2019_Jun_16_1308,model
176,0.282,100,0,22.0,600,600,270,2.58,45,0,10,bex_270_2.58_45_00.png,0.8119026961336693,5.0,0.08974528474921349,0.02661330081080057,0,0,bex,0,2019_Jun_16_1308,model
177,0.282,100,0,22.0,600,600,270,2.58,45,1,10,bex_270_2.58_45_01.png,0.8119026961336693,5.0,0.08771741439361952,0.026208302523226163,0,0,bex,0,2019_Jun_16_1308,model
178,0.282,100,0,22.0,600,600,270,2.58,135,0,10,bex_270_2.58_135_00.png,0.8119026961336693,5.0,0.08974528474921349,0.02661330081080057,0,0,bex,0,2019_Jun_16_1308,model
179,0.282,100,0,22.0,600,600,270,2.58,135,1,10,bex_270_2.58_135_01.png,0.8119026961336693,5.0,0.08769903366420057,0.026203322617791045,0,0,bex,0,2019_Jun_16_1308,model
180,0.282,100,0,22.0,600,600,270,2.58,225,0,10,bex_270_2.58_225_00.png,0.8119026961336693,5.0,0.08974528474921349,0.02661330081080057,0,0,bex,0,2019_Jun_16_1308,model
181,0.282,100,0,22.0,600,600,270,2.58,225,1,10,bex_270_2.58_225_01.png,0.8119026961336693,5.0,0.08771741439361952,0.026208302523226167,0,0,bex,0,2019_Jun_16_1308,model
182,0.282,100,0,22.0,600,600,270,2.58,315,0,10,bex_270_2.58_315_00.png,0.8119026961336693,5.0,0.08974528474921349,0.02661330081080057,0,0,bex,0,2019_Jun_16_1308,model
183,0.282,100,0,22.0,600,600,270,2.58,315,1,10,bex_270_2.58_315_01.png,0.8119026961336693,5.0,0.0877284407209458,0.02621256234359354,0,0,bex,0,2019_Jun_16_1308,model
184,0.282,100,0,22.0,600,600,270,3.9,45,0,10,bex_270_3.9_45_00.png,0.8119026961336693,5.0,0.10297795830629163,0.03060620955620344,0,0,bex,0,2019_Jun_16_1308,model
185,0.282,100,0,22.0,600,600,270,3.9,45,1,10,bex_270_3.9_45_01.png,0.8119026961336693,5.0,0.10123934456506127,0.030237374727504374,0,0,bex,0,2019_Jun_16_1308,model
186,0.282,100,0,22.0,600,600,270,3.9,135,0,10,bex_270_3.9_135_00.png,0.8119026961336693,5.0,0.10297795830629163,0.03060620955620344,0,0,bex,0,2019_Jun_16_1308,model
187,0.282,100,0,22.0,600,600,270,3.9,135,1,10,bex_270_3.9_135_01.png,0.8119026961336693,5.0,0.10122690782651632,0.03023401044471022,0,0,bex,0,2019_Jun_16_1308,model
188,0.282,100,0,22.0,600,600,270,3.9,225,0,10,bex_270_3.9_225_00.png,0.8119026961336693,5.0,0.10297795830629163,0.03060620955620344,0,0,bex,0,2019_Jun_16_1308,model
189,0.282,100,0,22.0,600,600,270,3.9,225,1,10,bex_270_3.9_225_01.png,0.8119026961336693,5.0,0.10123934456506126,0.030237374727504377,0,0,bex,0,2019_Jun_16_1308,model
190,0.282,100,0,22.0,600,600,270,3.9,315,0,10,bex_270_3.9_315_00.png,0.8119026961336693,5.0,0.10297795830629163,0.03060620955620344,0,0,bex,0,2019_Jun_16_1308,model
191,0.282,100,0,22.0,600,600,270,3.9,315,1,10,bex_270_3.9_315_01.png,0.8119026961336693,5.0,0.10124556224802564,0.030241241614035866,0,0,bex,0,2019_Jun_16_1308,model
